t,x,Sync,Async,Rod,Pos
2.087,-0.0012630080999999,-0.00104984148471661,-0.0006994060045661263,-0.0009742666008726805,-7.557488384392943e-05
2.0875,-0.0004520080999999,-2.857196723503861e-05,-0.00019541274649800613,2.8235245249939714e-05,-5.6807212484978336e-05
2.088,-0.0004520080999998,-0.00043198227803894226,-0.0004924073553877614,-0.0003995034226700676,-3.247885536887466e-05
2.0885000000000002,-0.0012625080999999,-0.0007101388097369869,-0.00102227563417293,-0.0007051675681412131,-4.971241595773829e-06
2.089,-0.0004515080999997,-4.4282280890384e-05,-0.0004913717766498961,-6.730527283178228e-05,2.302299194139821e-05
2.0895,-0.0015870080999999,-0.0010029526060741027,-0.0009097097079144298,-0.0010517161806908317,4.876357461672899e-05
2.09,0.0005209919000002,0.000808724389878872,0.0003884702403333206,0.0007389935510260999,6.97308388527719e-05
2.0905,-0.0001280080999998,-0.00012028648105394578,-7.118450188936709e-05,-0.00020415884379252882,8.387236273858297e-05
2.091,-0.0033715081000002,-0.0017077071887241805,-0.0018792669240715537,-0.0017975110641106093,8.980387538642843e-05
2.0915,-0.0004520080999999,6.858046172902133e-06,-8.626713883604924e-05,-8.008671283815632e-05,8.694475901105847e-05
2.092,3.44919000001999e-05,-0.0002766821566629755,0.00034831045257974983,-0.00035225704050690504,7.557488384392942e-05
2.0925000000000002,-0.0009390080999998,-0.00011877526717171265,-0.00048133454163361327,-0.00017558247965669102,5.680721248497831e-05
2.093,-0.0027230080999996,-0.0014600239300741867,-0.0015146295504900595,-0.0014925027854430614,3.247885536887467e-05
