sync_x,sync_allan_var,async_x,async_allan_var,sync_kalman_x,sync_kalman_allan_var,async_kalman_x,async_kalman_allan_var,sync_wavelet_x,sync_wavelet_allan_var,async_wavelet_x,async_wavelet_allan_var,sync_average_x,sync_average_allan_var,async_average_x,async_average_allan_var
2420,2.4113943794170086e-08,2420,4.084178732573914e-08,2420,1.8444466321588505e-08,2420,3.490979382807332e-08,2420,1.2074886165608483e-08,2420,2.545637295646863e-08,2420,1.680457779256088e-08,2420,3.1851410594498376e-08
2430,2.4145195615561628e-08,2430,3.6808793873106784e-08,2430,1.855085168053833e-08,2430,3.026686838219057e-08,2430,1.18791393284184e-08,2430,2.105480381568101e-08,2430,1.67656899180375e-08,2430,2.799960726741657e-08
2440,3.064496250645066e-08,2440,5.740107289599801e-08,2440,2.6018438423966174e-08,2440,5.518980834252914e-08,2440,1.8120576093754256e-08,2440,4.198388841718893e-08,2440,2.2896464940554455e-08,2440,4.785150837801938e-08
2450,2.5352450038456267e-08,2450,3.6713743890745996e-08,2450,1.9236125769223903e-08,2450,2.977522601012533e-08,2450,1.311142066514869e-08,2450,2.2424406769470944e-08,2450,1.7770744954572877e-08,2450,2.7970022447844963e-08
2460,3.5649234987884e-08,2460,6.419371819711543e-08,2460,3.1814191278789063e-08,2460,6.253373290146318e-08,2460,2.289510695203624e-08,2460,4.803447617762255e-08,2460,2.756225580496213e-08,2460,5.411869530471931e-08
2470,2.2449016246792476e-08,2470,3.473959312020188e-08,2470,1.6013434363496465e-08,2470,2.7436786525628556e-08,2470,9.791758393976967e-09,2470,1.9331027828361977e-08,2470,1.477420209516862e-08,2470,2.5800696393383217e-08
2480,2.721696479537583e-08,2480,4.178664520186828e-08,2480,2.1808372013067874e-08,2480,3.5969416971338754e-08,2480,1.4666597590645167e-08,2480,2.6300748414382928e-08,2480,1.9404159786196262e-08,2480,3.2580669477916016e-08
2490,2.8958129338179405e-08,2490,5.50593565527348e-08,2490,2.394405809639572e-08,2490,5.147810222768658e-08,2490,1.6384067817926107e-08,2490,3.879043624327711e-08,2490,2.109468488149497e-08,2490,4.524959340284961e-08
2500,2.2385566202857678e-08,2500,3.557089830786642e-08,2500,1.571077414266532e-08,2500,2.7737211299024527e-08,2500,9.25830813435251e-09,2500,1.8754831586845592e-08,2500,1.4427874403262365e-08,2500,2.6057585335823633e-08
2510,3.272798025056971e-08,2510,6.194463159801383e-08,2510,2.88578844973272e-08,2510,6.091992371997707e-08,2510,2.0321216022428718e-08,2510,4.626674144311497e-08,2510,2.4748486225271417e-08,2510,5.205382574537709e-08
2520,2.4575701581829077e-08,2520,3.9280045343432866e-08,2520,1.808976105973307e-08,2520,3.171472038174541e-08,2520,1.1551627973640224e-08,2520,2.260242245077188e-08,2520,1.6615456933401803e-08,2520,2.961990726607979e-08
2530,3.0661952019867745e-08,2530,5.00003155485741e-08,2530,2.5983648661102072e-08,2530,4.5584808401962105e-08,2530,1.769589537767564e-08,2530,3.339070657771714e-08,2530,2.2698886146293314e-08,2530,4.0331790132233985e-08
2540,2.5599916418481436e-08,2540,4.36273262197501e-08,2540,1.9530987513216846e-08,2540,3.813717825987726e-08,2540,1.2809615901010403e-08,2540,2.8115808942755297e-08,2540,1.7750567361275863e-08,2540,3.439454473104922e-08
2550,2.513553109269932e-08,2550,3.623703354675128e-08,2550,1.9035704131298313e-08,2550,2.909427928978611e-08,2550,1.2899094675724827e-08,2550,2.1649667256857346e-08,2550,1.7483872568500564e-08,2550,2.732997966214375e-08
2560,3.4933440815947725e-08,2560,6.667164767202704e-08,2560,3.086433239544947e-08,2560,6.555325727417503e-08,2560,2.2226763062427094e-08,2560,5.067144452021638e-08,2560,2.683550022348015e-08,2560,5.653087827353778e-08
2570,2.2051258888181314e-08,2570,3.258718181955829e-08,2570,1.5681441389257536e-08,2570,2.5000879114139378e-08,2570,9.60643931632923e-09,2570,1.735764075484141e-08,2570,1.4480653911057535e-08,2570,2.3755390300697714e-08
2580,3.171203902816852e-08,2580,5.393568212203214e-08,2580,2.7481169653380282e-08,2580,5.102023668685288e-08,2580,1.9196359255821272e-08,2580,3.830549603192987e-08,2580,2.3880586356787136e-08,2580,4.439015787158255e-08
2590,2.4368232240132032e-08,2590,4.1776317472703003e-08,2590,1.8550434939663676e-08,2590,3.5299148443067256e-08,2590,1.191661632344358e-08,2590,2.50371683185495e-08,2590,1.68675505049729e-08,2590,3.2361729818182765e-08
2600,2.4204087875286963e-08,2600,3.694989354852992e-08,2600,1.8708544750061577e-08,2600,3.053521591755354e-08,2600,1.1847258431847262e-08,2600,2.1071620449590728e-08,2600,1.67339574861249e-08,2600,2.793973730687326e-08
2610,2.718606567421275e-08,2610,5.2472364482513124e-08,2610,2.277025662591949e-08,2610,5.030538479686953e-08,2610,1.5591937600147375e-08,2610,3.7888564616719226e-08,2610,1.9921966227123706e-08,2610,4.345113840728405e-08
2620,2.265577904618304e-08,2620,3.4974534606882316e-08,2620,1.6748528203800874e-08,2620,2.7905453362180164e-08,2620,1.0542196126766354e-08,2620,1.929268480165023e-08,2620,1.5489577315776155e-08,2620,2.614613869972306e-08
2630,3.4182528632481346e-08,2630,6.090036083920095e-08,2630,3.109504362282154e-08,2630,6.047090977496151e-08,2630,2.189192667920724e-08,2630,4.560887645933432e-08,2630,2.6776963431747824e-08,2630,5.17609515934877e-08
2640,2.1376049181524204e-08,2640,3.180913569745657e-08,2640,1.5430948931684696e-08,2640,2.5050049432060983e-08,2640,9.52879384262868e-09,2640,1.7207412129974756e-08,2640,1.4400703192102317e-08,2640,2.3538925137818735e-08
2650,2.716258717064369e-08,2650,3.9395317247895734e-08,2650,2.2656007285750932e-08,2650,3.459016019676168e-08,2650,1.5852274704070756e-08,2650,2.579207250540967e-08,2650,2.025347456469818e-08,2650,3.1178538918214727e-08
2660,2.8861176405422936e-08,2660,5.2981704656124224e-08,2660,2.4200452531711347e-08,2660,4.953894641602024e-08,2660,1.653760954937553e-08,2660,3.6754436595209595e-08,2660,2.1658100596960422e-08,2660,4.371428909966246e-08
2670,2.0483463882625835e-08,2670,2.9737251653958792e-08,2670,1.5207020346834764e-08,2670,2.3345765051315725e-08,2670,9.220351135268775e-09,2670,1.5484257549027818e-08,2670,1.3998187821036562e-08,2670,2.201290069997631e-08
2680,3.1627813701883105e-08,2680,5.953135493455916e-08,2680,2.8566834809004523e-08,2680,5.9106542586515326e-08,2680,2.0036873708392032e-08,2680,4.438643414732012e-08,2680,2.46335581435799e-08,2680,5.0440349744400416e-08
2690,2.202213225640495e-08,2690,3.526121982490235e-08,2690,1.6877635044134553e-08,2690,2.8653282253495027e-08,2690,1.0380258241915044e-08,2690,1.8927070809883032e-08,2690,1.5555514130731016e-08,2690,2.6815375746556214e-08
2700,2.8378508859257225e-08,2700,4.6045993101632474e-08,2700,2.5095164172347584e-08,2700,4.359254844118702e-08,2700,1.717892057992358e-08,2700,3.1775143923502454e-08,2700,2.177598208449852e-08,2700,3.789787809967841e-08
2710,2.0695687627031096e-08,2710,3.5919141808937813e-08,2710,1.6002505986115432e-08,2710,3.118508339624801e-08,2710,1.0106739257834082e-08,2710,2.2101366461633686e-08,2710,1.4503613203431552e-08,2710,2.8041209846799275e-08
2720,2.2076373939237488e-08,2720,3.230658735046394e-08,2720,1.7273928131377305e-08,2720,2.6531066485354354e-08,2720,1.109403189139087e-08,2720,1.8280957714256367e-08,2720,1.5836488383581878e-08,2720,2.4647467665122473e-08
2730,3.105365794707461e-08,2730,5.9366557211888064e-08,2730,2.8379419577092117e-08,2730,5.981073382545976e-08,2730,1.9872355156641953e-08,2730,4.51967822984749e-08,2730,2.4659452921191556e-08,2730,5.1152259303325834e-08
2740,2.0309793819727462e-08,2740,2.8512803616892834e-08,2740,1.5322948345533734e-08,2740,2.2693207404269466e-08,2740,9.574062646465399e-09,2740,1.5405315203953433e-08,2740,1.431403086860266e-08,2740,2.143750242170147e-08
2750,3.109009210784696e-08,2750,5.0995081937366116e-08,2750,2.8524267859211167e-08,2750,4.9929125156598604e-08,2750,2.078533968098339e-08,2750,3.8150101586047376e-08,2750,2.4894579506567892e-08,2750,4.314969051314393e-08
2760,2.3293472681267263e-08,2760,3.7932498024515163e-08,2760,1.8629003069846815e-08,2760,3.2623038957979916e-08,2760,1.2394498722550623e-08,2760,2.3245246064821482e-08,2760,1.7239867407963723e-08,2760,3.010357662232471e-08
2770,2.2109020520066976e-08,2770,3.182259101219422e-08,2770,1.820972660700932e-08,2770,2.7252596110552837e-08,2770,1.1897685666012334e-08,2770,1.8651294789184988e-08,2770,1.6408627519250257e-08,2770,2.493294619544378e-08
2780,2.5388438300285312e-08,2780,5.0173253991770324e-08,2780,2.176766125028868e-08,2780,4.7903111633493514e-08,2780,1.4584128958883388e-08,2780,3.493720964502186e-08,2780,1.9243987129481595e-08,2780,4.1612409602891685e-08
2790,2.0728713416849207e-08,2790,3.231991070558364e-08,2790,1.64531492980394e-08,2790,2.6849229906033025e-08,2790,1.0513571799732405e-08,2790,1.816263549610196e-08,2790,1.5161116463002698e-08,2790,2.5055817453738067e-08
2800,3.07684728691364e-08,2800,5.75306548401369e-08,2800,2.881067399348407e-08,2800,5.8257951231644485e-08,2800,2.031052199956531e-08,2800,4.376553847262955e-08,2800,2.4785718076376303e-08,2800,4.9607450973240314e-08
2810,1.773782847321102e-08,2810,2.6758116255069756e-08,2810,1.3418153967415588e-08,2810,2.135767697282487e-08,2810,8.227937339013696e-09,2810,1.4285132055346973e-08,2810,1.2430534764165918e-08,2810,2.0062418281548096e-08
2820,2.569752113444171e-08,2820,3.8995970308246524e-08,2820,2.244432490119395e-08,2820,3.5567220035411126e-08,2820,1.5259475728767183e-08,2820,2.543771339105523e-08,2820,1.998506378654464e-08,2820,3.173923793570818e-08
2830,2.379332680124752e-08,2830,4.3975871259195964e-08,2830,2.045037240836366e-08,2830,4.207063466654282e-08,2830,1.3836574290178484e-08,2830,3.125959536839018e-08,2830,1.8382850471309813e-08,2830,3.703989128988486e-08
2840,1.9601840940070998e-08,2840,2.7681169632267597e-08,2840,1.5282633958252877e-08,2840,2.2760974676463437e-08,2840,9.730411520300164e-09,2840,1.5660746630153737e-08,2840,1.4335870667245243e-08,2840,2.1492274456392757e-08
2850,3.2024751851742074e-08,2850,5.982540953043029e-08,2850,3.0398754831639646e-08,2850,6.053301010928951e-08,2850,2.2308202283049323e-08,2850,4.6187660071718115e-08,2850,2.6456411596207944e-08,2850,5.191211691486958e-08
2860,2.093405580261902e-08,2860,3.185031621039097e-08,2860,1.6754947075967294e-08,2860,2.6869159719027245e-08,2860,1.108718999327181e-08,2860,1.894945711011069e-08,2860,1.5757876233669475e-08,2860,2.5336244694616983e-08
2870,2.7062530693974876e-08,2870,4.414762759472184e-08,2870,2.5070271705693168e-08,2870,4.274299767705764e-08,2870,1.7911635285714203e-08,2870,3.1543396744161676e-08,2870,2.189136995076573e-08,2870,3.733798518851862e-08
2880,1.983893148842583e-08,2880,3.599722009737797e-08,2880,1.5841040565449628e-08,2880,3.1496876254386825e-08,2880,9.844771295700216e-09,2880,2.161865058598606e-08,2880,1.4613639043886498e-08,2880,2.8685926462979453e-08
2890,2.076307692917726e-08,2890,3.152990551349925e-08,2890,1.7436066358849246e-08,2890,2.6977645221624785e-08,2890,1.1610821115545145e-08,2890,1.882018013542192e-08,2890,1.5966656362388183e-08,2890,2.515798970769066e-08
2900,2.6931059084211235e-08,2900,5.486640372556981e-08,2900,2.4856607711198296e-08,2900,5.54751538398421e-08,2900,1.7204988061705795e-08,2900,4.1726066349382496e-08,2900,2.168426568126984e-08,2900,4.750034209548671e-08
2910,1.7466231866868424e-08,2910,2.6084338364800728e-08,2910,1.385348127688298e-08,2910,2.1446745104338304e-08,2910,8.654249366624946e-09,2910,1.4534786626903856e-08,2910,1.2871797875196595e-08,2910,2.0232342724011856e-08
2920,3.021849721351516e-08,2920,5.3530325332279774e-08,2920,2.8614750489876534e-08,2920,5.33300835036712e-08,2920,2.0288078961319693e-08,2920,3.9772070295807585e-08,2920,2.4946573967632484e-08,2920,4.607148644525212e-08
2930,1.994357908341121e-08,2930,3.085412436947765e-08,2930,1.6649783020477915e-08,2930,2.763114244625089e-08,2930,1.0940945727883378e-08,2930,2.000202015547525e-08,2930,1.5430445856618144e-08,2930,2.542937169267186e-08
2940,2.23270131446937e-08,2940,3.2593993669226956e-08,2940,1.931247358837844e-08,2940,2.908240279473663e-08,2940,1.3044428888820714e-08,2940,2.0743096190294885e-08,2940,1.7659621767671938e-08,2940,2.6766764350690657e-08
2950,2.6541810498026563e-08,2950,5.1702779229436174e-08,2950,2.4562535505701354e-08,2950,5.156755578464511e-08,2950,1.744618518047835e-08,2950,3.86552944766425e-08,2950,2.1910923043873298e-08,2950,4.499316489657382e-08
2960,2.0222798692423977e-08,2960,3.0908786799397754e-08,2960,1.6838418529174893e-08,2960,2.677581967696812e-08,2960,1.1355848211456558e-08,2960,1.918739681109809e-08,2960,1.585036875814567e-08,2960,2.527777537741979e-08
2970,2.9310505094795727e-08,2970,5.592432478804494e-08,2970,2.8549203918200247e-08,2970,5.7411137948668825e-08,2970,2.0874217915730782e-08,2970,4.3713149985100456e-08,2970,2.469129773745061e-08,2970,4.916678349647034e-08
2980,1.766896287018169e-08,2980,3.022489861377709e-08,2980,1.4076944123271573e-08,2980,2.53175120117453e-08,2980,8.612433487096756e-09,2980,1.6911363943707383e-08,2980,1.3247700435563032e-08,2980,2.3957886916929463e-08
2990,2.5647121884818455e-08,2990,4.179931609217681e-08,2990,2.3868178062839124e-08,2990,3.925274312014381e-08,2990,1.686577167609919e-08,2990,2.8639707177542155e-08,2990,2.1208784981863684e-08,2990,3.531225285430873e-08
3000,2.0091081455562463e-08,3000,3.9812825371153943e-08,3000,1.746596819334525e-08,3000,3.846559675502032e-08,3000,1.159775706711372e-08,3000,2.8658413632388638e-08,3000,1.5848611365292772e-08,3000,3.406503589222378e-08
3010,1.8241705137632177e-08,3010,2.8248433197293003e-08,3010,1.5207930037099752e-08,3010,2.380933071795641e-08,3010,9.666201826123333e-09,3010,1.6295113751581487e-08,3010,1.4158308908269474e-08,3010,2.2653005071286603e-08
3020,3.043073098360458e-08,3020,6.078148012564234e-08,3020,2.9462964945456388e-08,3020,6.301566183746424e-08,3020,2.1215096333542575e-08,3020,4.8272291641308127e-08,3020,2.571037537473651e-08,3020,5.397493950410882e-08
3030,1.9587692221483556e-08,3030,2.954503691372488e-08,3030,1.6676868966762178e-08,3030,2.6095537320338668e-08,3030,1.1218055980679924e-08,3030,1.9255217766034028e-08,3030,1.5614201191883986e-08,3030,2.464661658871933e-08
3040,2.781036432399354e-08,3040,4.669960264301724e-08,3040,2.6591058375792856e-08,3040,4.6276715873409087e-08,3040,1.9184583264387258e-08,3040,3.5032753806272905e-08,3040,2.3470126044173527e-08,3040,4.0702139598573465e-08
3050,2.089278782557864e-08,3050,3.789375450047163e-08,3050,1.853424929899384e-08,3050,3.593025907845012e-08,3050,1.2786292743065767e-08,3050,2.6758753187835838e-08,3050,1.7089327520463405e-08,3050,3.2662944710448634e-08
3060,2.2463489584497866e-08,3060,3.526238850794677e-08,3060,1.97897836274083e-08,3060,3.157278222117292e-08,3060,1.3932510950522646e-08,3060,2.346459252525459e-08,3060,1.83559871731645e-08,3060,2.9696825367331632e-08
3070,2.6785384494757365e-08,3070,5.582870049677858e-08,3070,2.5984920015806732e-08,3070,5.800260269891202e-08,3070,1.8915685136869504e-08,3070,4.499721237398079e-08,3070,2.274503742400605e-08,3070,5.002738685698344e-08
3080,1.7677085247034073e-08,3080,3.154268800904713e-08,3080,1.4100944649369195e-08,3080,2.6331428590429875e-08,3080,8.679333784042086e-09,3080,1.801271418257734e-08,3080,1.3462722509731861e-08,3080,2.5426882914905554e-08
3090,3.178472324664416e-08,3090,5.884873507558666e-08,3090,3.156005493920593e-08,3090,6.035312835558386e-08,3090,2.3139883205780318e-08,3090,4.623158383605336e-08,3090,2.7396604784389368e-08,3090,5.234124531380775e-08
3100,1.8765607310587448e-08,3100,3.3613996303612744e-08,3100,1.5474539095956435e-08,3100,2.9652100678043285e-08,3100,1.0039006191995841e-08,3100,2.173927218319318e-08,3100,1.460827302769632e-08,3100,2.7989123203619242e-08
3110,2.2028899902189168e-08,3110,3.6420148756126134e-08,3110,1.998659612859645e-08,3110,3.305794716754621e-08,3110,1.3733612409527884e-08,3110,2.400264656063091e-08,3110,1.8049467657315244e-08,3110,3.062711856324495e-08
3120,2.473870192069466e-08,3120,5.274756579817854e-08,3120,2.2730216554930716e-08,3120,5.334897529060517e-08,3120,1.6029535882047522e-08,3120,4.129626248827066e-08,3120,2.041014133410338e-08,3120,4.67705844081762e-08
3130,2.103477128840947e-08,3130,3.372150489828894e-08,3130,1.8233228361924872e-08,3130,2.9891499539792514e-08,3130,1.2640923690740763e-08,3130,2.2749383061158793e-08,3130,1.7076205423034667e-08,3130,2.850905828433742e-08
3140,3.044185864999834e-08,3140,6.023549149967657e-08,3140,2.9800686137539128e-08,3140,6.269077014174359e-08,3140,2.2030053466209538e-08,3140,4.930693240214354e-08,3140,2.61117390646174e-08,3140,5.421497925648483e-08
3150,1.9601541279696342e-08,3150,3.348234636748696e-08,3150,1.6965553080484016e-08,3150,3.0107395496895014e-08,3150,1.2030368052291816e-08,3150,2.3254412485457022e-08,3150,1.5909572116373176e-08,3150,2.852253820087008e-08
3160,2.8587907487369762e-08,3160,4.721049535105637e-08,3160,2.6908216946299383e-08,3160,4.589056074796156e-08,3160,1.9749082095623386e-08,3160,3.574197461203589e-08,3160,2.4095492114934135e-08,3160,4.139277244446485e-08
3170,2.2266973828421636e-08,3170,4.6009565382716065e-08,3170,1.9893609069065247e-08,3170,4.439940693529868e-08,3170,1.3840836291909241e-08,3170,3.402103661104459e-08,3170,1.8171805789865108e-08,3170,4.019953563564036e-08
3180,1.88626357998125e-08,3180,3.378052190457466e-08,3180,1.547443089805113e-08,3180,2.8731686016580225e-08,3180,1.0084830154822538e-08,3180,2.0715812074498898e-08,3180,1.460762741131425e-08,3180,2.773585668836534e-08
3190,3.128875549421204e-08,3190,6.495916564762646e-08,3190,3.0566925904536814e-08,3190,6.745675611293515e-08,3190,2.2387485931066844e-08,3190,5.2541460328346904e-08,3190,2.666729772920645e-08,3190,5.8311367623707886e-08
3200,1.971678864905236e-08,3200,3.476139188365796e-08,3200,1.5767797461182984e-08,3200,2.9325665212154536e-08,3200,1.0172759897538708e-08,3200,2.1405255782696964e-08,3200,1.5044168092345735e-08,3200,2.8376144906050876e-08
3210,2.827430112122549e-08,3210,5.176716020748084e-08,3210,2.712866790868767e-08,3210,5.160655032977588e-08,3210,1.956366127774521e-08,3210,3.9436765911946434e-08,3210,2.373850135815655e-08,3210,4.547915634762999e-08
3220,2.024635982021469e-08,3220,3.913343074879139e-08,3220,1.6659032615242872e-08,3220,3.583454510817332e-08,3220,1.1087359703927029e-08,3220,2.720185264827513e-08,3220,1.560334404143825e-08,3220,3.3098249421756365e-08
3230,2.4257139658543756e-08,3230,3.7430761691641444e-08,3230,2.1407580668895335e-08,3230,3.373268847082353e-08,3230,1.5129917310939893e-08,3230,2.5998847737598932e-08,3230,1.9635192313674593e-08,3230,3.163578784572259e-08
3240,2.7435306625860146e-08,3240,5.887923084126579e-08,3240,2.5321304111668496e-08,3240,5.948046379245927e-08,3240,1.8405710123444987e-08,3240,4.666078678015674e-08,3240,2.2608086202674898e-08,3240,5.214517838976526e-08
3250,2.057246499962484e-08,3250,3.380283664989084e-08,3250,1.752648800120451e-08,3250,3.00904904181656e-08,3250,1.2432894985928451e-08,3250,2.3382469052662455e-08,3250,1.6242184552924513e-08,3250,2.8295326983839436e-08
3260,3.362184471390549e-08,3260,6.165578018048756e-08,3260,3.215699061130536e-08,3260,6.285405595927392e-08,3260,2.3813049197382647e-08,3260,4.930909157245028e-08,3260,2.816866903007283e-08,3260,5.462101771059783e-08
3270,2.0718442926311187e-08,3270,3.642912869791504e-08,3270,1.708699205983679e-08,3270,3.156675541419011e-08,3270,1.1509846863005983e-08,3270,2.314671967916326e-08,3270,1.583624077151827e-08,3270,2.981565716274053e-08
3280,2.3902721793707948e-08,3280,3.9995902287157535e-08,3280,2.0504807929769562e-08,3280,3.582509543566088e-08,3280,1.4013291398703268e-08,3280,2.6354576064100367e-08,3280,1.849929036349683e-08,3280,3.303014667769645e-08
3290,2.5779901965849738e-08,3290,5.250650546303251e-08,3290,2.2801151786488265e-08,3290,5.1411105006230205e-08,3290,1.5854569620619644e-08,3290,3.9199486157121384e-08,3290,2.024634409962358e-08,3290,4.514779900293824e-08
3300,2.141015721691348e-08,3300,3.533557775469057e-08,3300,1.6259517511600855e-08,3300,2.872923713894358e-08,3300,1.0277814268153038e-08,3300,2.038197695014713e-08,3300,1.5334617935738934e-08,3300,2.755949256278237e-08
3310,3.133467027582078e-08,3310,6.263737532436968e-08,3310,2.937475435065868e-08,3310,6.355012104330302e-08,3310,2.1283346513680213e-08,3310,4.8907763849269105e-08,3310,2.5283204355342386e-08,3310,5.4493609388960106e-08
3320,1.9718609199784424e-08,3320,3.2256148388869605e-08,3320,1.4527066722773576e-08,3320,2.6437684754139625e-08,3320,8.91293615898315e-09,3320,1.8909274600003043e-08,3320,1.3631797479784964e-08,3320,2.495293887597186e-08
3330,3.070801877835454e-08,3330,4.837087717641309e-08,3330,2.7593730053950823e-08,3330,4.566576425259197e-08,3330,1.992038813459261e-08,3330,3.490074202006691e-08,3330,2.427993999704181e-08,3330,4.046652559162495e-08
3340,2.3787444082531554e-08,3340,4.500803725432544e-08,3340,1.887967971141682e-08,3340,4.0957143937858944e-08,3340,1.2585821111864358e-08,3340,3.0525332531384535e-08,3340,1.7223291998728625e-08,3340,3.669322058050948e-08
3350,2.3023776697134046e-08,3350,3.4171832893183156e-08,3350,1.8356575898709538e-08,3350,2.888242669479678e-08,3350,1.2622115653473834e-08,3350,2.1579121008912712e-08,3350,1.6690393569403286e-08,3350,2.6771254304504877e-08
3360,3.350398258726044e-08,3360,6.483912814998435e-08,3360,3.0111154719850586e-08,3360,6.501513765104368e-08,3360,2.1646512810283247e-08,3360,5.019603555160541e-08,3360,2.6303741696370557e-08,3360,5.576396224719493e-08
3370,2.236487489034369e-08,3370,3.518451101061872e-08,3370,1.676948282921605e-08,3370,2.8041875947913854e-08,3370,1.087348779142881e-08,3370,1.9539097159160682e-08,3370,1.537057744265358e-08,3370,2.6464463269861345e-08
3380,3.163490643390378e-08,3380,5.450165424467553e-08,3380,2.7693164874826277e-08,3380,5.173384555103855e-08,3380,1.937600339919695e-08,3380,3.849991741206814e-08,3380,2.3936061303660947e-08,3380,4.4904207380701763e-08
3390,2.2758948130483522e-08,3390,3.679447879608658e-08,3390,1.6994962465297186e-08,3390,3.094946629685875e-08,3390,1.0830243632208077e-08,3390,2.2280556657167912e-08,3390,1.5385758571574086e-08,3390,2.8154792464093904e-08
3400,2.543678364804057e-08,3400,3.793601121377124e-08,3400,1.918598669620094e-08,3400,3.0442509260808236e-08,3400,1.2382159858572132e-08,3400,2.1246876534753944e-08,3400,1.7344893160051372e-08,3400,2.8225669110925007e-08
3410,2.939669966333317e-08,3410,5.827189920774656e-08,3410,2.461818687430643e-08,3410,5.631390481070519e-08,3410,1.6669596313865805e-08,3410,4.212471419597716e-08,3410,2.1304117244670993e-08,3410,4.822656441999872e-08
3420,2.2064418164016537e-08,3420,3.2355627333055326e-08,3420,1.5119340488081408e-08,3420,2.4571099240164056e-08,3420,8.929475590572854e-09,3420,1.665549829966719e-08,3420,1.3893225638302262e-08,3420,2.2935531684573074e-08
3430,3.5884060969424554e-08,3430,6.360420272827975e-08,3430,3.2063884231617756e-08,3430,6.223406160946793e-08,3430,2.3345944899190233e-08,3430,4.758233500800806e-08,3430,2.7515459636530343e-08,3430,5.313688484006097e-08
3440,2.4113109210168175e-08,3440,3.818473141456484e-08,3440,1.7001693108091906e-08,3440,3.0411491344187644e-08,3440,1.0528443273201157e-08,3440,2.1012559059221575e-08,3440,1.5622285592188623e-08,3440,2.807293242491905e-08
3450,2.9146985770096135e-08,3450,4.176250213363427e-08,3450,2.367883239436355e-08,3450,3.6047816189798405e-08,3450,1.6323418894151598e-08,3450,2.620181687942798e-08,3450,2.078477911535912e-08,3450,3.2064103327298174e-08
3460,2.8998159905739498e-08,3460,5.238977137030089e-08,3460,2.279360078680296e-08,3460,4.834096116437678e-08,3460,1.5245013109345352e-08,3460,3.590301983751625e-08,3460,2.028009255236804e-08,3460,4.208037109349692e-08
3470,2.427155484886515e-08,3470,3.655469603733284e-08,3470,1.741834235365106e-08,3470,2.835429976575747e-08,3470,1.1068959741454727e-08,3470,1.9256356413257748e-08,3470,1.575375688732222e-08,3470,2.6342188639532383e-08
3480,3.4671182774854204e-08,3480,6.586048239787766e-08,3480,2.993943418877601e-08,3480,6.437101420528659e-08,3480,2.089573259920248e-08,3480,4.853165213150826e-08,3480,2.5588263207208418e-08,3480,5.463198856238238e-08
3490,2.2638057312140243e-08,3490,3.157843939764972e-08,3490,1.5525131565605937e-08,3490,2.3311220880584114e-08,3490,9.33062670873832e-09,3490,1.5904581187875654e-08,3490,1.4045881536269728e-08,3490,2.1727978863045722e-08
3500,3.25728158437118e-08,3500,5.0399161666272346e-08,3500,2.699733723430959e-08,3500,4.5073179806728655e-08,3500,1.862156847829125e-08,3500,3.29182921332562e-08,3500,2.344178726953452e-08,3500,3.9473674663087026e-08
3510,2.4938376702175936e-08,3510,4.437599760705397e-08,3510,1.8309601854733273e-08,3510,3.875780665957312e-08,3510,1.1450609853179957e-08,3510,2.786396592875314e-08,3510,1.6224245282517823e-08,3510,3.4124470988657735e-08
3520,2.4181295597697223e-08,3520,3.346407820815923e-08,3520,1.7056411986570848e-08,3520,2.534927992152876e-08,3520,1.0339942903605336e-08,3520,1.6994662979582634e-08,3520,1.538429568966548e-08,3520,2.3424673975221747e-08
3530,3.460128181509858e-08,3530,6.617905770560768e-08,3530,2.986633805380396e-08,3530,6.48147083278667e-08,3530,2.1506079253770164e-08,3530,4.947558780475542e-08,3530,2.5773479066931064e-08,3530,5.513711574739889e-08
3540,2.4709238155958052e-08,3540,3.874370304817025e-08,3540,1.7365512155056724e-08,3540,3.051301767073686e-08,3540,1.0839198617380051e-08,3540,2.1188013946073203e-08,3540,1.601130819422201e-08,3540,2.8441594644027175e-08
3550,3.511937694304574e-08,3550,5.7674601682294886e-08,3550,3.072953576688133e-08,3550,5.504081569357104e-08,3550,2.198606730573981e-08,3550,4.1339201126570464e-08,3550,2.6427291111664045e-08,3550,4.7186988538917216e-08
3560,2.509537736284825e-08,3560,3.8784712649651785e-08,3560,1.809931479258487e-08,3560,3.1308294955153195e-08,3560,1.1401668429040912e-08,3560,2.171518330226435e-08,3560,1.656132181333834e-08,3560,2.863743657758358e-08
3570,2.713634061522794e-08,3570,3.9393838776228275e-08,3570,2.119876918316208e-08,3570,3.238016110904175e-08,3570,1.4085398544039193e-08,3570,2.2604250390904155e-08,3570,1.888580895765346e-08,3570,2.9558913321801034e-08
3580,2.9718847550102683e-08,3580,6.004017147778622e-08,3580,2.441501096823683e-08,3580,5.763999416946043e-08,3580,1.64259814305497e-08,3580,4.3144340767913064e-08,3580,2.1267574016153523e-08,3580,4.9457202781781654e-08
3590,2.1863141400990778e-08,3590,2.9992003638988995e-08,3590,1.5488622302321738e-08,3590,2.2381827697019435e-08,3590,9.479710064392061e-09,3590,1.5230647891133905e-08,3590,1.398311525507592e-08,3590,2.0882320650510978e-08
3600,3.51564823838696e-08,3600,6.321718994508035e-08,3600,3.12111813909212e-08,3600,6.210687650227049e-08,3600,2.227474222566029e-08,3600,4.7152711287271055e-08,3600,2.6848759971921547e-08,3600,5.294842290528527e-08
